,fname,labels
11080,5556690a.wav,Shatter
11083,555cacee.wav,Bark
11091,55864f98.wav,Screaming
11113,55c44ca9.wav,Motorcycle
11115,55c822a6.wav,Yell
11121,55d550c4.wav,Car_passing_by
11123,55d716f8.wav,Traffic_noise_and_roadway_noise
11124,55dd6173.wav,Motorcycle
11130,55f8d540.wav,Bus
11131,55fb5fbe.wav,Traffic_noise_and_roadway_noise
11135,5607e885.wav,Knock
11137,560ec6e1.wav,Car_passing_by
11146,56288199.wav,Screaming
11159,56543ef8.wav,Shatter
11173,568b8be2.wav,Bus
11176,5691f114.wav,Motorcycle
11181,56a5595e.wav,Knock
11189,56d134a6.wav,Car_passing_by
11196,56dffb66.wav,Traffic_noise_and_roadway_noise
11199,56e303d6.wav,Traffic_noise_and_roadway_noise
11210,570525c9.wav,Bus
11224,574913ac.wav,Screaming
11227,575113ec.wav,Screaming
11229,5754e6d7.wav,Screaming
11234,575fb02a.wav,Traffic_noise_and_roadway_noise
11249,579e0f0c.wav,Slam
11254,57b74b43.wav,Car_passing_by
11259,57bdf47d.wav,Bus
11266,57d721ea.wav,Yell
11269,57eff81e.wav,Yell
11270,57f24a4c.wav,Bark
11276,5808db6b.wav,Screaming
11279,5811bb3a.wav,Bicycle_bell
11290,583eded2.wav,Traffic_noise_and_roadway_noise
11292,584a81bf.wav,Bicycle_bell
11310,589670a7.wav,Bark
11311,589dcbc1.wav,Shatter
11317,58acb63a.wav,Screaming
11318,58ad74e6.wav,Yell
11337,58f95118.wav,Bark
11344,591d4229.wav,Motorcycle
11347,592305d8.wav,Motorcycle
11357,593bd359.wav,Traffic_noise_and_roadway_noise
11363,5944d7f1.wav,Yell
11376,596e3dc3.wav,Slam
11383,597924e7.wav,Slam
11384,597b54f5.wav,Motorcycle
11391,599aede3.wav,Shatter
11394,599c4581.wav,Bus
11402,59c7ef7c.wav,Bicycle_bell
11404,59cfaba4.wav,Screaming
11405,59d31da6.wav,Motorcycle
11429,5a363639.wav,Traffic_noise_and_roadway_noise
11434,5a4494e8.wav,Car_passing_by
11442,5a5761c9.wav,Bus
11443,5a582ee4.wav,Bark
11447,5a726a23.wav,Shatter
11466,5ac51dc1.wav,Screaming
11474,5aee2052.wav,Yell
11476,5af9a4a1.wav,Screaming
11485,5b19e638.wav,Slam
11503,5b801780.wav,Bicycle_bell
11504,5b8208d6.wav,Yell
11506,5b8792a2.wav,Bark
11508,5b89d62c.wav,Yell
11511,5b909b6d.wav,Bark
11531,5bdf4f18.wav,Traffic_noise_and_roadway_noise
11532,5be13a69.wav,Shatter
11537,5bed4a37.wav,Traffic_noise_and_roadway_noise
11539,5bf7eff1.wav,Yell
11544,5c0706fd.wav,Slam
11549,5c20ff04.wav,Slam
11558,5c33be8c.wav,Knock
11567,5c52627a.wav,Bark
11579,5c8dd583.wav,Shatter
11585,5c96de41.wav,Screaming
11608,5cd5cf58.wav,Car_passing_by
11631,5d200c4d.wav,Bus
11632,5d24c70c.wav,Yell
11634,5d263579.wav,Slam
11636,5d2918f0.wav,Slam
11641,5d3c251a.wav,Bicycle_bell
11660,5d7c2491.wav,Knock
11661,5d81773d.wav,Yell
11663,5d83bcb4.wav,Bus
11679,5deafc38.wav,Bicycle_bell
11681,5dee3da3.wav,Bicycle_bell
11683,5def7e60.wav,Slam
11686,5df8397a.wav,Bicycle_bell
11711,5e5425c5.wav,Screaming
11718,5e6706f7.wav,Bicycle_bell
11736,5ec144df.wav,Car_passing_by
11743,5edf3f30.wav,Bicycle_bell
11746,5ee652ad.wav,Shatter
11750,5ef0a36c.wav,Yell
11761,5f1297b5.wav,Motorcycle
11781,5f53ddd4.wav,Screaming
11799,5f909074.wav,Motorcycle
11800,5f93f97a.wav,Slam
11810,5fc14eed.wav,Traffic_noise_and_roadway_noise
11812,5fc754b2.wav,Yell
11826,5feb0373.wav,Motorcycle
11828,5ff060cb.wav,Slam
11833,5ffe422f.wav,Bark
11836,6003ffb8.wav,Traffic_noise_and_roadway_noise
11839,600968d2.wav,Bus
11840,600999e8.wav,Motorcycle
11847,601a1ba9.wav,Bicycle_bell
11851,602138ec.wav,Traffic_noise_and_roadway_noise
11859,604a04ad.wav,Bark
11860,604a1307.wav,Motorcycle
11881,60a0615c.wav,Slam
11882,60a0b7b4.wav,Car_passing_by
11883,60a3d28f.wav,Bus
11894,60cdad77.wav,Bark
11895,60d10371.wav,Yell
11901,60f22fc6.wav,Car_passing_by
11906,6102fb7a.wav,Car_passing_by
11916,612905a9.wav,Shatter
11922,6142f3da.wav,Bus
11923,614bef81.wav,Bicycle_bell
11924,61584992.wav,Car_passing_by
11932,617da340.wav,Car_passing_by
11933,617df5cc.wav,Shatter
11940,618de7f6.wav,Bark
11959,61ccda6d.wav,Bark
11975,61f379c7.wav,Bicycle_bell
11978,6200924f.wav,Bark
11979,62015f41.wav,Motorcycle
11984,621543ef.wav,Shatter
11989,621fa0f4.wav,Traffic_noise_and_roadway_noise
11995,6238c5b2.wav,Knock
12004,62518ed3.wav,Motorcycle
12013,6272debd.wav,Shatter
12018,627b5ff1.wav,Slam
12022,6289dba4.wav,Motorcycle
12033,62cf0c55.wav,Shatter
12038,62e135d1.wav,Shatter
12046,630dbc23.wav,Motorcycle
12055,63288ea2.wav,Traffic_noise_and_roadway_noise
12059,6333a532.wav,Bus
12067,635f7533.wav,Bus
12091,63cb1662.wav,Shatter
12099,63e8217c.wav,Yell
12106,63fdbafb.wav,Yell
12110,64072997.wav,Car_passing_by
12113,64109e1d.wav,Traffic_noise_and_roadway_noise
12124,6449b6d9.wav,Slam
12125,644e3927.wav,Bus
12126,64512c55.wav,Shatter
12134,6466cc89.wav,Motorcycle
12145,64a6bbc3.wav,Car_passing_by
12147,64ba0feb.wav,Bus
12151,64c97ce3.wav,Bicycle_bell
12152,64ccafc6.wav,Bark
12157,64e7c5c3.wav,Motorcycle
12170,6509ac04.wav,Bark
12202,6570de0d.wav,Bus
12204,6576edf0.wav,Traffic_noise_and_roadway_noise
12205,65779ec4.wav,Screaming
12217,65938016.wav,Bark
12227,65b2a52c.wav,Knock
12244,6602f02c.wav,Car_passing_by
12250,66130efe.wav,Motorcycle
12251,6618935e.wav,Motorcycle
12264,6634d377.wav,Bus
12267,663c0139.wav,Slam
12277,665abc54.wav,Shatter
12283,667d0a02.wav,Car_passing_by
12285,668290b3.wav,Shatter
12300,66b26278.wav,Bark
12309,66cbda77.wav,Shatter
12313,66d9671a.wav,Bark
12316,66da4d94.wav,Car_passing_by
12348,6740e0ea.wav,Bark
12377,67a96808.wav,Bicycle_bell
12383,67bfcf9c.wav,Bus
12387,67cd426f.wav,Traffic_noise_and_roadway_noise
12390,67da430f.wav,Motorcycle
12402,68069083.wav,Knock
12404,6809d699.wav,Bicycle_bell
12409,6822c973.wav,Bark
12416,68393654.wav,Yell
12421,6848504d.wav,Traffic_noise_and_roadway_noise
12431,6867bf37.wav,Motorcycle
12432,68695d53.wav,Car_passing_by
12434,686d3025.wav,Bark
12437,6878eace.wav,Bark
12440,6884553a.wav,Bus
12447,68a1bd1a.wav,Bicycle_bell
12458,68c1c5df.wav,Screaming
12468,68dbcbd6.wav,Slam
12470,68e6f104.wav,Bicycle_bell
12488,692c0e1f.wav,Motorcycle
12494,6931b41b.wav,Slam
12498,6939815c.wav,Slam
12523,698f4042.wav,Knock
12535,69c1beca.wav,Yell
12559,6a324924.wav,Knock
12560,6a33c5d1.wav,Screaming
12567,6a53249b.wav,Yell
12577,6a63bbad.wav,Bicycle_bell
12584,6a6f3a1a.wav,Motorcycle
12587,6a7719f3.wav,Bark
12591,6a7b88df.wav,Bus
12602,6aa5b631.wav,Bus
12604,6aaace38.wav,Screaming
12617,6acabc17.wav,Traffic_noise_and_roadway_noise
12623,6add818d.wav,Motorcycle
12625,6ae2ffd9.wav,Bark
12642,6b06025f.wav,Bark
12660,6b506d87.wav,Yell
12662,6b56b80b.wav,Traffic_noise_and_roadway_noise
12664,6b5d928a.wav,Bark
12674,6b959d44.wav,Slam
12681,6bb96dcc.wav,Bark
12689,6bcf0d02.wav,Knock
12706,6bf02870.wav,Screaming
12730,6c3fe597.wav,Bus
12736,6c4fed96.wav,Bark
12740,6c6669e3.wav,Car_passing_by
12743,6c6d2641.wav,Screaming
12755,6c94646f.wav,Bark
12756,6c9912f5.wav,Motorcycle
12764,6cbe8e75.wav,Yell
12766,6ccf284e.wav,Motorcycle
12768,6cd5164c.wav,Screaming
12781,6d062e59.wav,Bus
12785,6d0f6eec.wav,Screaming
12790,6d2877ff.wav,Car_passing_by
12799,6d42eb45.wav,Knock
12805,6d5fc3f1.wav,Bark
12809,6d74172b.wav,Motorcycle
12825,6daf8c55.wav,Yell
12832,6dc999de.wav,Bicycle_bell
12834,6dcd1f00.wav,Motorcycle
12843,6df69017.wav,Knock
12848,6e0b6e9b.wav,Shatter
12860,6e3dd372.wav,Knock
12870,6e6810e2.wav,Motorcycle
12876,6e739d18.wav,Motorcycle
12879,6e77678e.wav,Bus
12887,6e918ba7.wav,Knock
12912,6ef17fbb.wav,Motorcycle
12916,6ef80329.wav,Bark
12933,6f34a648.wav,Screaming
12940,6f761c35.wav,Traffic_noise_and_roadway_noise
12942,6f7e9a79.wav,Motorcycle
12949,6f96c7b3.wav,Screaming
12958,6fc50362.wav,Slam
12960,6fc6a826.wav,Shatter
12967,6fe98a10.wav,Knock
12974,6fffc45e.wav,Car_passing_by
12978,70051aab.wav,Motorcycle
12986,70148ee4.wav,Slam
12995,703afec9.wav,Bus
13003,705dca10.wav,Bus
13007,707b3d9a.wav,Screaming
13028,70d0fb18.wav,Slam
13042,7120eefe.wav,Bus
13052,714a2789.wav,Shatter
13054,714dd553.wav,Bark
13058,7163a508.wav,Bus
13065,71891c72.wav,Slam
13071,719f6f62.wav,Car_passing_by
13077,71ba9374.wav,Screaming
13092,71fff736.wav,Bus
13099,721f8925.wav,Bark
13100,7226180c.wav,Screaming
13107,72338987.wav,Yell
13115,7247a84e.wav,Slam
13117,724d3503.wav,Yell
13129,729556cb.wav,Yell
13146,72c1116a.wav,Motorcycle
13148,72c6c509.wav,Bark
13159,72e77988.wav,Yell
13160,72eca147.wav,Bicycle_bell
13165,72fe0d20.wav,Traffic_noise_and_roadway_noise
13181,732fd417.wav,Knock
13186,734b03bc.wav,Bark
13209,73a2a3bf.wav,Motorcycle
13213,73a91eae.wav,Bark
13227,73cc993a.wav,Bark
13249,742856e1.wav,Bicycle_bell
13254,7438e727.wav,Yell
13261,7449675d.wav,Knock
13263,744a3ad4.wav,Bark
13266,744fbaa1.wav,Traffic_noise_and_roadway_noise
13268,74522262.wav,Slam
13278,74774190.wav,Knock
13295,74c39568.wav,Bark
13305,74f1a328.wav,Bus
13314,750b4fed.wav,Slam
13320,751d49ac.wav,Screaming
13321,751d72a9.wav,Bicycle_bell
13322,751ee16a.wav,Yell
13324,752d3ca5.wav,Bus
13334,7542ce01.wav,Car_passing_by
13346,7562304f.wav,Screaming
13347,756895c2.wav,Bark
13348,7570e0d0.wav,Slam
13357,75875b02.wav,Bus
13358,758f8cc5.wav,Shatter
13359,7597e991.wav,Motorcycle
13375,75d4803e.wav,Slam
13379,75dfc998.wav,Bicycle_bell
13380,75e59cd5.wav,Slam
13384,75ee675a.wav,Motorcycle
13385,75efead8.wav,Shatter
13387,75f29244.wav,Bicycle_bell
13397,7616b38e.wav,Bus
13403,761fd69e.wav,Knock
13408,764df46d.wav,Motorcycle
13414,766a397a.wav,Slam
13416,766e5b34.wav,Knock
13419,7670c2d6.wav,Traffic_noise_and_roadway_noise
13454,76da3129.wav,Knock
13459,76e7cd4e.wav,Yell
13472,7713c3a2.wav,Bark
13476,771ad09f.wav,Bus
13477,771b631b.wav,Shatter
13485,773420ca.wav,Car_passing_by
13486,773a7e68.wav,Traffic_noise_and_roadway_noise
13490,7746f3e6.wav,Slam
13509,7786208b.wav,Yell
13510,778c1cc7.wav,Motorcycle
13512,778faac4.wav,Car_passing_by
13520,77bccbd1.wav,Motorcycle
13526,77da43c0.wav,Slam
13531,77e69f43.wav,Screaming
13533,77edec89.wav,Bark
13534,77f4811b.wav,Traffic_noise_and_roadway_noise
13535,77faf514.wav,Car_passing_by
13536,77fc5319.wav,Yell
13537,77fdec7c.wav,Bus
13539,78069f79.wav,Yell
13544,781a5a62.wav,Slam
13549,783fe8c4.wav,Knock
13556,7853b0b1.wav,Knock
13561,78652d46.wav,Slam
13562,786c6f60.wav,Bus
13568,787354ca.wav,Traffic_noise_and_roadway_noise
13574,788c2a39.wav,Yell
13587,78af70c5.wav,Knock
13590,78b7a2ae.wav,Yell
13592,78bdc010.wav,Motorcycle
13604,78d77134.wav,Slam
13612,78e86254.wav,Bark
13622,7900ef06.wav,Car_passing_by
13627,79064494.wav,Traffic_noise_and_roadway_noise
13633,79226810.wav,Bicycle_bell
13639,79344429.wav,Motorcycle
13643,79385720.wav,Bicycle_bell
13648,794fb99d.wav,Traffic_noise_and_roadway_noise
13659,796bc093.wav,Screaming
13667,7989f271.wav,Traffic_noise_and_roadway_noise
13687,79d8088d.wav,Knock
13692,79e20903.wav,Car_passing_by
13711,7a240a52.wav,Slam
13720,7a4744a2.wav,Yell
13729,7a63626a.wav,Yell
13738,7a80ad21.wav,Bus
13745,7a9add1a.wav,Car_passing_by
13750,7aa22b57.wav,Bark
13755,7abc26a1.wav,Motorcycle
13779,7b0a401d.wav,Slam
13781,7b0f0a10.wav,Screaming
13784,7b1603c7.wav,Bus
13785,7b1704e5.wav,Yell
13793,7b3986d6.wav,Motorcycle
13798,7b4a4749.wav,Motorcycle
13799,7b4a4936.wav,Bark
13808,7b7dae6e.wav,Motorcycle
13824,7bbd2a18.wav,Traffic_noise_and_roadway_noise
13831,7bd1ae01.wav,Car_passing_by
13832,7bd57800.wav,Traffic_noise_and_roadway_noise
13837,7c04b912.wav,Yell
13839,7c075212.wav,Bus
13841,7c0b20c0.wav,Screaming
13870,7c86bdfb.wav,Car_passing_by
13911,7d257a67.wav,Screaming
13912,7d26b0eb.wav,Knock
13924,7d4fc9be.wav,Slam
13936,7d7df401.wav,Slam
13949,7d9c073d.wav,Motorcycle
13952,7da8584c.wav,Bicycle_bell
13953,7daf7f40.wav,Shatter
13958,7dc5a4b7.wav,Yell
13970,7dff5383.wav,Bark
13987,7e4d8d41.wav,Bark
13997,7e76f464.wav,Bark
13999,7e781107.wav,Bus
14014,7e9c71c3.wav,Bus
14024,7ec70dac.wav,Knock
14034,7ed3f7e2.wav,Motorcycle
14041,7ef41988.wav,Yell
14043,7efcef51.wav,Yell
14052,7f15170c.wav,Yell
14070,7f5e578a.wav,Bark
14076,7f6a8731.wav,Slam
14085,7f84c6e6.wav,Knock
14090,7f93d5b2.wav,Shatter
14102,7fd015ee.wav,Slam
14106,7fd4bffa.wav,Yell
14113,7fe443c9.wav,Traffic_noise_and_roadway_noise
14129,8017112a.wav,Car_passing_by
14139,804e99a1.wav,Slam
14141,80580d53.wav,Bark
14146,8077c196.wav,Slam
14152,808d740e.wav,Motorcycle
14193,812ca53c.wav,Shatter
14198,813f4209.wav,Bicycle_bell
14206,81537c26.wav,Bicycle_bell
14219,819dad2c.wav,Bicycle_bell
14237,81d8a41d.wav,Knock
14253,821c2def.wav,Traffic_noise_and_roadway_noise
14255,82225270.wav,Bicycle_bell
14257,822d41c1.wav,Shatter
14277,82725704.wav,Yell
14278,8273a78f.wav,Motorcycle
14288,82a0a48e.wav,Bus
14298,82cf0c37.wav,Bark
14310,82e8c9d4.wav,Car_passing_by
14315,83068680.wav,Yell
14332,8339cd51.wav,Bicycle_bell
14338,8356864f.wav,Bark
14348,83774a54.wav,Slam
14367,83b0ef5f.wav,Yell
14377,83d0cf4d.wav,Motorcycle
14378,83d388af.wav,Yell
14380,83e3b3dd.wav,Shatter
14385,83f366c8.wav,Knock
14386,83f7db98.wav,Slam
14388,83fc66ba.wav,Bicycle_bell
14399,84231906.wav,Traffic_noise_and_roadway_noise
14403,843cfec7.wav,Traffic_noise_and_roadway_noise
14405,844f9dd3.wav,Bicycle_bell
14409,8467589a.wav,Screaming
14416,847da1ea.wav,Screaming
14417,848119a3.wav,Knock
14426,84b6d41a.wav,Motorcycle
14433,84d74a84.wav,Knock
14435,84e47111.wav,Motorcycle
14442,84fff855.wav,Car_passing_by
14446,85083d09.wav,Motorcycle
14458,8538f4c6.wav,Slam
14460,853f50cb.wav,Shatter
14468,855e53aa.wav,Car_passing_by
14478,8591d4a5.wav,Bark
14481,8596e785.wav,Yell
14484,859e0ba0.wav,Slam
14485,85a43cd7.wav,Bus
14493,85cd9f8f.wav,Screaming
14495,85d0d08e.wav,Yell
14497,85d5116b.wav,Screaming
14500,85e39a6a.wav,Screaming
14502,85e50885.wav,Screaming
14511,8608b3aa.wav,Traffic_noise_and_roadway_noise
14539,866c123e.wav,Motorcycle
14554,86997f0b.wav,Slam
14555,869fafff.wav,Bus
14557,86a5b0ca.wav,Yell
14560,86b7fc00.wav,Bus
14565,86d6cf4d.wav,Slam
14584,8711cd7c.wav,Traffic_noise_and_roadway_noise
14591,87388e0a.wav,Yell
14593,873dbb53.wav,Yell
14607,87757641.wav,Bus
14608,87763bf5.wav,Car_passing_by
14615,879cf7a3.wav,Screaming
14616,879f51f0.wav,Yell
14623,87cc6802.wav,Bus
14632,87e4bd64.wav,Bicycle_bell
14635,87ed43a2.wav,Yell
14640,880096fc.wav,Traffic_noise_and_roadway_noise
14644,880ead86.wav,Bicycle_bell
14665,8847ea41.wav,Shatter
14671,8870741d.wav,Screaming
14673,88720694.wav,Slam
14679,888eeb98.wav,Bark
14694,88dd43c9.wav,Yell
14696,88e432cc.wav,Motorcycle
14704,89020972.wav,Traffic_noise_and_roadway_noise
14718,893895e5.wav,Bus
14726,895184e1.wav,Motorcycle
14739,8984c505.wav,Motorcycle
14751,89a57272.wav,Shatter
14767,89db4597.wav,Motorcycle
14770,89e076af.wav,Bus
14786,8a0e7f95.wav,Bus
14806,8a6a4867.wav,Bus
14814,8a845b8d.wav,Yell
14817,8a883ec5.wav,Bicycle_bell
14826,8aa7f3f5.wav,Bark
14840,8abce6f4.wav,Knock
14844,8acd40ed.wav,Slam
14849,8ae1b51b.wav,Traffic_noise_and_roadway_noise
14857,8af844e1.wav,Slam
14862,8afec6d3.wav,Traffic_noise_and_roadway_noise
14865,8b074b1a.wav,Yell
14868,8b14d4ef.wav,Bicycle_bell
14904,8b9f5a48.wav,Bicycle_bell
14905,8ba0dfa2.wav,Knock
14910,8bb2b9e5.wav,Car_passing_by
14922,8be3cffc.wav,Motorcycle
14927,8bfd107c.wav,Motorcycle
14931,8c0ff0f0.wav,Car_passing_by
14933,8c1ad4b1.wav,Bark
14934,8c1c3b2f.wav,Screaming
14947,8c3d5d72.wav,Traffic_noise_and_roadway_noise
14958,8c534b7e.wav,Bus
14966,8c7745ec.wav,Shatter
14967,8c7c9d1a.wav,Traffic_noise_and_roadway_noise
14971,8c845f1b.wav,Shatter
14995,8cd0f5b3.wav,Bus
14996,8cd2122c.wav,Yell
15018,8d22d2a0.wav,Knock
15036,8d5572e0.wav,Shatter
15043,8d6a1f47.wav,Screaming
15056,8db1f0c4.wav,Motorcycle
15059,8dbc79e2.wav,Bus
15071,8dea7396.wav,Yell
15074,8dff21ba.wav,Yell
15079,8e2becfb.wav,Shatter
15090,8e5152db.wav,Yell
15092,8e5363a6.wav,Car_passing_by
15095,8e63d33e.wav,Traffic_noise_and_roadway_noise
15098,8e71461b.wav,Screaming
15100,8e75ddf6.wav,Traffic_noise_and_roadway_noise
15115,8ecf3890.wav,Motorcycle
15117,8ed29ae5.wav,Yell
15122,8eea33db.wav,Bark
15140,8f14dd32.wav,Slam
15141,8f15518d.wav,Bus
15143,8f1ad54f.wav,Knock
15150,8f2fbe62.wav,Bicycle_bell
15151,8f323275.wav,Motorcycle
15152,8f38da94.wav,Traffic_noise_and_roadway_noise
15157,8f4511e2.wav,Bus
15186,8fb6557f.wav,Car_passing_by
15189,8fbcef86.wav,Knock
15191,8fbd82c4.wav,Bicycle_bell
15200,8fe7180e.wav,Shatter
15202,8fed2e43.wav,Shatter
15204,8ff5f4e2.wav,Bark
15221,9030a617.wav,Screaming
15226,9044eb15.wav,Knock
15231,90688286.wav,Bark
15249,90b1a068.wav,Shatter
15255,90c40fb0.wav,Traffic_noise_and_roadway_noise
15272,90efa064.wav,Bus
15275,90f6f685.wav,Car_passing_by
15276,90f8a16b.wav,Screaming
15278,910560e2.wav,Car_passing_by
15283,911b195b.wav,Slam
15286,912eb033.wav,Bicycle_bell
15287,913623c6.wav,Slam
15298,9153ab2e.wav,Motorcycle
15306,916d088c.wav,Shatter
15309,917803ae.wav,Bus
15323,91a34bb0.wav,Shatter
15336,91d22a42.wav,Screaming
15343,91eb44a3.wav,Bus
15348,91f9918f.wav,Bicycle_bell
15363,92275bb4.wav,Shatter
15386,9261268f.wav,Shatter
15411,92d46299.wav,Yell
15419,92e836be.wav,Screaming
15430,93001b57.wav,Screaming
15437,932eab6f.wav,Shatter
15440,933151ae.wav,Car_passing_by
15458,9377211c.wav,Shatter
15462,93856c2b.wav,Knock
15463,93875288.wav,Car_passing_by
15483,93d7a1e5.wav,Car_passing_by
15488,93e9e8ca.wav,Motorcycle
15489,93ea38fc.wav,Bus
15508,9423886b.wav,Yell
15514,94378bdf.wav,Traffic_noise_and_roadway_noise
15523,9470892d.wav,Yell
15530,9495703c.wav,Traffic_noise_and_roadway_noise
15537,94afdf24.wav,Car_passing_by
15538,94b30262.wav,Yell
15545,94d401c0.wav,Knock
15546,94d80462.wav,Bicycle_bell
15547,94d91d43.wav,Bark
15549,94dcecd3.wav,Screaming
15573,953f86dc.wav,Bus
15581,954f5391.wav,Traffic_noise_and_roadway_noise
15586,955ab8b7.wav,Car_passing_by
15587,955ae917.wav,Yell
15590,956791df.wav,Screaming
15600,958c98f4.wav,Knock
15603,95957c2e.wav,Car_passing_by
15605,9595a3f2.wav,Motorcycle
15621,95bd3983.wav,Yell
15630,95d1b2eb.wav,Bark
15634,95e7bdc2.wav,Screaming
15637,95ee4d8f.wav,Knock
15638,95f47095.wav,Slam
15663,963cb0c5.wav,Traffic_noise_and_roadway_noise
15668,9653288f.wav,Traffic_noise_and_roadway_noise
15669,96548647.wav,Shatter
15672,965beb54.wav,Bus
15688,9688565a.wav,Yell
15692,9694aa81.wav,Screaming
15710,96e8cbc0.wav,Bicycle_bell
15713,96f33f24.wav,Yell
15726,9712c15e.wav,Yell
15745,9747b684.wav,Slam
15773,97996b8c.wav,Shatter
15778,97b06e64.wav,Shatter
15791,97f7fee3.wav,Traffic_noise_and_roadway_noise
15792,9804e4d6.wav,Motorcycle
15793,9805836c.wav,Car_passing_by
15800,98150473.wav,Traffic_noise_and_roadway_noise
15801,9816dc2f.wav,Bicycle_bell
15802,981738e5.wav,Bus
15810,98392244.wav,Screaming
15817,985812f3.wav,Traffic_noise_and_roadway_noise
15820,9860655a.wav,Bus
15829,988012d7.wav,Shatter
15830,988bec64.wav,Bark
15835,9896abb5.wav,Shatter
15855,98ebb3c2.wav,Motorcycle
15875,991dbfa1.wav,Bicycle_bell
15886,995bbdcc.wav,Shatter
15887,99627d1f.wav,Motorcycle
15900,997a93a2.wav,Bus
15903,9980d156.wav,Car_passing_by
15909,99979c4e.wav,Knock
15934,99e2e494.wav,Bus
15935,99e88037.wav,Bark
15939,99ec470f.wav,Bus
15947,9a1f4d48.wav,Yell
15952,9a3139b6.wav,Shatter
15964,9a553660.wav,Bicycle_bell
15976,9a75dc42.wav,Bark
15990,9aa75567.wav,Car_passing_by
15998,9acb35f4.wav,Yell
16000,9acfbf0b.wav,Bus
16005,9af46f4d.wav,Shatter
16036,9b650df4.wav,Traffic_noise_and_roadway_noise
16047,9b97737f.wav,Knock
16070,9bdb0d66.wav,Bus
16071,9bdbfb21.wav,Motorcycle
16073,9bdce8d9.wav,Traffic_noise_and_roadway_noise
16094,9c18e0cc.wav,Slam
16098,9c2a4a63.wav,Car_passing_by
16100,9c3956da.wav,Slam
16101,9c3af602.wav,Knock
16117,9c770a8a.wav,Yell
16119,9c7a782f.wav,Shatter
16130,9ca3e8df.wav,Slam
16145,9cc4e0b4.wav,Screaming
16159,9cf8b0e3.wav,Screaming
16160,9cfbdd21.wav,Bus
16161,9cfdd7c9.wav,Knock
16168,9d0e8f21.wav,Traffic_noise_and_roadway_noise
16181,9d3e62e7.wav,Bicycle_bell
16197,9d73d3a4.wav,Bus
16211,9d8fd072.wav,Car_passing_by
16215,9d998b00.wav,Shatter
16220,9dab1ff8.wav,Bus
16224,9dadcd26.wav,Traffic_noise_and_roadway_noise
16229,9dd3a537.wav,Knock
16248,9e16f9bb.wav,Slam
16251,9e1e0768.wav,Screaming
16253,9e2a92d2.wav,Bark
16262,9e4318a8.wav,Traffic_noise_and_roadway_noise
16263,9e44b1f1.wav,Bicycle_bell
16290,9e963477.wav,Knock
16295,9eada21b.wav,Car_passing_by
16296,9eb5db1c.wav,Bark
16297,9eb95569.wav,Car_passing_by
16313,9eebb13e.wav,Bus
16317,9f00694e.wav,Bus
16320,9f15f777.wav,Motorcycle
16324,9f24fffb.wav,Bicycle_bell
16326,9f29f4bb.wav,Car_passing_by
16333,9f4fa2df.wav,Car_passing_by
16334,9f51b68b.wav,Yell
16335,9f53be69.wav,Motorcycle
16344,9f8da2bb.wav,Motorcycle
16347,9f91b9ea.wav,Traffic_noise_and_roadway_noise
16353,9fa9f2ce.wav,Bus
16359,9fbeb13d.wav,Slam
16361,9fc821aa.wav,Traffic_noise_and_roadway_noise
16368,9fd958fb.wav,Car_passing_by
16370,9fdd4ddd.wav,Bicycle_bell
16373,9fe9b1b0.wav,Screaming
16383,a013b764.wav,Traffic_noise_and_roadway_noise
16389,a030e437.wav,Bus
16412,a092b9f7.wav,Yell
16414,a09d6f91.wav,Traffic_noise_and_roadway_noise
16439,a0f52fcb.wav,Traffic_noise_and_roadway_noise
16452,a1270c7e.wav,Screaming
16460,a15654e9.wav,Bus
16461,a15a58ba.wav,Bus
16462,a15c4d41.wav,Screaming
16471,a1797dea.wav,Bus
16482,a1bc84af.wav,Bark
16492,a1d3c8dd.wav,Bus
16520,a23294a7.wav,Shatter
16544,a2780279.wav,Yell
16545,a27c4564.wav,Screaming
16549,a28fb29b.wav,Shatter
16551,a29638b4.wav,Traffic_noise_and_roadway_noise
16556,a29bad7d.wav,Yell
16579,a2ddfa26.wav,Screaming
16580,a2dfa3d5.wav,Traffic_noise_and_roadway_noise
16584,a2eee0cf.wav,Motorcycle
16587,a2f97c6f.wav,Shatter
16588,a3005d9c.wav,Slam
16594,a30f71a5.wav,Yell
16602,a3268ab1.wav,Bicycle_bell
16611,a340fba6.wav,Car_passing_by
16623,a36c6b29.wav,Bark
16627,a378c558.wav,Slam
16632,a388bf58.wav,Screaming
16637,a39e24fb.wav,Slam
16646,a3b53489.wav,Screaming
16652,a3cad67c.wav,Traffic_noise_and_roadway_noise
16655,a3d9d33a.wav,Car_passing_by
16662,a3f41ef0.wav,Motorcycle
16667,a4083140.wav,Car_passing_by
16670,a40fa188.wav,Traffic_noise_and_roadway_noise
16689,a432216e.wav,Slam
16696,a44e8a31.wav,Screaming
16714,a482900e.wav,Slam
16720,a492927f.wav,Screaming
16722,a49a4014.wav,Shatter
16726,a4b12523.wav,Screaming
16738,a4dbb804.wav,Motorcycle
16744,a4ff50b4.wav,Shatter
16747,a51ecdf2.wav,Knock
16752,a53317fc.wav,Bus
16757,a53d5a2a.wav,Slam
16763,a550d31f.wav,Bus
16765,a5530dcb.wav,Knock
16773,a560f0b0.wav,Yell
16776,a5672de9.wav,Bicycle_bell
16782,a576c187.wav,Motorcycle
16787,a5866246.wav,Bark
16800,a5bb64d1.wav,Screaming
